index,Publishing Year,Book Name,Author,language_code,Author_Rating,Book_average_rating,Book_ratings_count,genre,gross sales,publisher revenue,sale price,sales rank,Publisher ,units sold
396,2004,"Crank (Crank, #1)",Ellen Hopkins,eng,Excellent,4.16,104168,fiction,833.91,0,3.99,431,"Amazon Digital Services,  Inc.",5643
397,2012,The Raven Boys,Maggie Stiefvater,eng,Excellent,4.05,121727,nonfiction,206.91,124.146,0.99,432,"Amazon Digital Services,  Inc.",5643
398,1954,I Am Legend and Other Stories,Richard Matheson,eng,Intermediate,3.99,98795,fiction,621.92,0,2.99,433,"Amazon Digital Services,  Inc.",5616
399,2008,Olive Kitteridge,Elizabeth Strout,eng,Intermediate,3.78,85019,fiction,205.92,0,0.99,433,"Amazon Digital Services,  Inc.",5616
400,2014,Not that Kind of Girl,"Lena Dunham, Joana Avillez",eng,Novice,3.33,88251,nonfiction,1245.92,747.552,5.99,434,Random House LLC,5616
401,2001,Good to Great: Why Some Companies Make the Leap... and Others Don't,James C. Collins,eng,Excellent,4.04,85277,fiction,1032.93,0,4.99,436,"Amazon Digital Services,  Inc.",5589
402,2009,Fire,Kristin Cashore,en-US,Excellent,4.12,98180,fiction,2457.95,1474.77,11.99,439,Penguin Group (USA) LLC,5535
403,1952,En attendant Godot,Samuel Beckett,eng,Intermediate,3.81,98950,fiction,1621.97,973.182,7.99,444,Penguin Group (USA) LLC,5481
404,1906,White Fang,Jack London,eng,Intermediate,3.94,100223,fiction,1703.17,1021.902,8.39,444,Random House LLC,5481
405,2003,Wolves of the Calla,"Stephen King, Bernie Wrightson",eng,Excellent,4.17,98182,fiction,603.98,0,2.99,445,"Amazon Digital Services,  Inc.",5454
406,2000,His Dark Materials,Philip Pullman,eng,Excellent,4.25,88227,fiction,603.98,0,2.99,445,"Amazon Digital Services,  Inc.",5454
407,2012,The Edge of Never,J.A. Redmerski,en-US,Excellent,4.26,117508,fiction,600.99,360.594,2.99,447,Simon and Schuster Digital Sales Inc,5427
408,2013,Reconstructing Amelia,Kimberly McCreight,eng,Intermediate,3.82,86965,nonfiction,198.99,119.394,0.99,447,"Amazon Digital Services,  Inc.",5427
409,2014,The One Plus One,Jojo Moyes,eng,Intermediate,3.94,87412,fiction,399.99,239.994,1.99,448,Hachette Book Group,5427
410,1998,The Hours,Michael Cunningham,en-US,Intermediate,3.91,97462,fiction,500,300,2.5,449,HarperCollins Publishers,5400
411,2012,Wallbanger,Alice Clayton,eng,Excellent,4.1,134805,nonfiction,1898,0,9.49,450,"Amazon Digital Services,  Inc.",5400
412,1997,Holidays on Ice,David Sedaris,eng,Intermediate,3.95,82591,fiction,595.01,0,2.99,452,"Amazon Digital Services,  Inc.",5373
413,1996,Desperation,Stephen King,eng,Intermediate,3.8,94821,fiction,196.02,117.612,0.99,453,"Amazon Digital Services,  Inc.",5346
414,2011,Passion,Lauren Kate,eng,Intermediate,3.89,119735,fiction,790.02,0,3.99,454,"Amazon Digital Services,  Inc.",5346
415,2012,The Kill Order,James Dashner,eng,Intermediate,3.69,96568,fiction,1059.86,635.916,5.38,455,Random House LLC,5319
416,2011,Angelfall,Susan Ee,en-US,Excellent,4.19,73886,fiction,194.04,0,0.99,457,"Amazon Digital Services,  Inc.",5292
417,2001,Empire Falls,Richard Russo,eng,Intermediate,3.91,90811,fiction,586.04,0,2.99,458,"Amazon Digital Services,  Inc.",5292
418,1993,The Fires of Heaven,Robert Jordan,en-US,Excellent,4.13,93227,children,1480.05,888.03,7.59,459,Random House LLC,5265
419,2014,I'll Give You the Sun,Jandy Nelson,eng,Excellent,4.14,140937,fiction,583.05,349.83,2.99,460,Simon and Schuster Digital Sales Inc,5265
420,1999,Survivor,Chuck Palahniuk,en-US,Intermediate,3.93,49551,fiction,192.06,115.236,0.99,462,HarperCollins Publishers,5238
421,2007,Shopaholic and Baby,Sophie Kinsella,eng,Intermediate,3.77,98130,fiction,191.07,0,0.99,463,"Amazon Digital Services,  Inc.",5211
422,2004,The Dark Tower,Stephen King,en-US,Excellent,4.27,93296,fiction,770.07,0,3.99,463,"Amazon Digital Services,  Inc.",5211
423,2009,Twilight Director's Notebook,Catherine Hardwicke,en-US,Excellent,4.2,88847,fiction,1726.08,1035.648,8.99,465,HarperCollins Publishers,5184
424,2001,Shopaholic Abroad,Sophie Kinsella,en-US,Intermediate,3.75,93498,fiction,1468.79,881.274,7.69,468,Penguin Group (USA) LLC,5157
425,1984,"Surely You're Joking, Mr. Feynman! Adventures of a Curious Character",Richard Feynman,en-US,Excellent,4.29,91625,fiction,948.1,0,4.99,470,"Amazon Digital Services,  Inc.",5130
426,2010,Linger,Maggie Stiefvater,en-US,Intermediate,3.91,125363,fiction,376.11,0,1.99,471,"Amazon Digital Services,  Inc.",5103
427,1908,The Complete Anne of Green Gables Boxed Set,L.M. Montgomery,Unknown,Famous,4.42,92142,fiction,1510.11,906.066,7.99,472,Random House LLC,5103
428,1916,A Portrait of the Artist as a Young Man,"James Joyce, Seamus Deane",eng,Intermediate,3.6,92569,fiction,565.11,339.066,2.99,472,Random House LLC,5103
429,2009,The Gathering Storm,"Robert Jordan, Brandon Sanderson",eng,Excellent,4.34,94095,fiction,750.12,0,3.99,473,"Amazon Digital Services,  Inc.",5076
431,2012,Point of Retreat,Colleen Hoover,eng,Excellent,4.3,109344,fiction,185.13,0,0.99,475,"Amazon Digital Services,  Inc.",5049
432,1997,The Partner,John Grisham,Unknown,Intermediate,3.89,86870,fiction,746.13,0,3.99,476,"Amazon Digital Services,  Inc.",5049
433,1973,The Hobbit and The Lord of the Rings,J.R.R. Tolkien,eng,Famous,4.59,90907,fiction,184.14,110.484,0.99,477,"Amazon Digital Services,  Inc.",5022
434,2009,Thoughtless,S.C. Stephens,eng,Excellent,4.12,90483,fiction,1114.14,668.484,5.99,478,Penguin Group (USA) LLC,5022
435,1986,Presumed Innocent,Scott Turow,Unknown,Excellent,4.1,91774,fiction,553.15,331.89,2.99,479,"Amazon Digital Services,  Inc.",4995
436,1989,The Dark Half,Stephen King,eng,Intermediate,3.74,94624,fiction,550.16,330.096,2.99,482,Macmillan,4968
437,2006,Cleopatra: A Life,Stacy Schiff,eng,Intermediate,3.62,73994,fiction,181.17,0,0.99,483,"Amazon Digital Services,  Inc.",4941
438,2005,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,en-US,Intermediate,3.66,78271,fiction,544.18,326.508,2.99,485,Hachette Book Group,4914
439,2013,Steelheart,Brandon Sanderson,eng,Excellent,4.16,76261,fiction,1243.06,745.836,6.83,486,Penguin Group (USA) LLC,4914
440,1995,"Marcus Pfister, J. Alison James","Marcus Pfister, J. Alison James",en-US,Excellent,4.15,95421,fiction,903.19,0,4.99,488,"Amazon Digital Services,  Inc.",4887
442,2009,The Happiness Project,Gretchen Rubin,eng,Intermediate,3.57,94456,fiction,177.21,106.326,0.99,491,"Amazon Digital Services,  Inc.",4833
443,1962,The Man in the High Castle,Philip K. Dick,eng,Intermediate,3.66,84180,fiction,2280.46,1368.276,12.74,492,Hachette Book Group,4833
444,1974,Helter Skelter: The True Story of The Manson Murders,"Vincent Bugliosi, Curt Gentry",en-GB,Intermediate,4,92158,fiction,176.22,0,0.99,493,"Amazon Digital Services,  Inc.",4806
447,2012,Shadow of Night,Deborah Harkness,eng,Excellent,4.04,97925,fiction,1242.44,745.464,6.98,494,"Amazon Digital Services,  Inc.",4806
448,2014,Leaving Time,Jodi Picoult,eng,Intermediate,3.94,76553,fiction,175.23,105.138,0.99,495,"Amazon Digital Services,  Inc.",4779
449,2006,Moon Called,Patricia Briggs,eng,Excellent,4.18,129150,fiction,350.24,0,1.99,497,"Amazon Digital Services,  Inc.",4752
450,2006,Blue Bloods,Melissa de la Cruz,en-US,Intermediate,3.68,116687,fiction,702.24,421.344,3.99,497,"Amazon Digital Services,  Inc.",4752
451,1994,The Alienist,Caleb Carr,eng,Excellent,4.05,96981,fiction,1230.24,738.144,6.99,498,HarperCollins Publishers,4752
452,2015,Between the World and Me,Ta-Nehisi Coates,eng,Famous,4.4,74218,fiction,523.25,0,2.99,499,"Amazon Digital Services,  Inc.",4725
454,2009,The Big Short: Inside the Doomsday Machine,Michael   Lewis,en-US,Excellent,4.26,37090,fiction,1216.26,729.756,6.99,502,Simon and Schuster Digital Sales Inc,4698
455,1999,The Girl Who Loved Tom Gordon,Stephen King,Unknown,Intermediate,3.56,95768,nonfiction,1346.76,808.056,7.74,503,"Amazon Digital Services,  Inc.",4698
456,2011, A Monster Calls ,"Patrick Ness, Jim Kay, Siobhan Dowd",eng,Excellent,4.36,104579,fiction,1842.45,1105.47,10.65,505,Random House LLC,4671
457,2010,Towers of Midnight,"Robert Jordan, Brandon Sanderson",en-US,Famous,4.42,91383,fiction,344.27,206.562,1.99,505,"Amazon Digital Services,  Inc.",4671
458,1971,The Day of the Jackal,Frederick Forsyth,eng,Excellent,4.25,85883,fiction,171.27,0,0.99,508,"Amazon Digital Services,  Inc.",4671
459,2010,Rework,"Jason Fried, David Heinemeier Hansson",eng,Intermediate,3.93,88626,fiction,517.27,310.362,2.99,509,Simon and Schuster Digital Sales Inc,4671
460,2011,Attachments,Rainbow Rowell,eng,Intermediate,3.95,105414,fiction,170.28,102.168,0.99,511,"Amazon Digital Services,  Inc.",4644
461,2005,The Twilight Saga,"Stephenie Meyer, Ilyana Kadushin, Matt Walters",Unknown,Intermediate,3.88,89204,fiction,1632.28,979.368,9.49,513,Penguin Group (USA) LLC,4644
462,2012,Tell the Wolves I'm Home,Carol Rifka Brunt,eng,Excellent,4.04,85582,fiction,340.29,0,1.99,514,"Amazon Digital Services,  Inc.",4617
463,1972,All Creatures Great And Small,James Herriot,eng,Excellent,4.31,64779,fiction,1024.29,0,5.99,514,"Amazon Digital Services,  Inc.",4617
464,2011,The Unbecoming of Mara Dyer,Michelle Hodkin,eng,Excellent,4.09,83847,fiction,1879.29,1127.574,10.99,516,Macmillan,4617
465,1997,Three to Get Deadly,Janet Evanovich,en-US,Excellent,4.14,113400,fiction,1109.79,665.874,6.49,517,Hachette Book Group,4617
466,1905,The Scarlet Pimpernel,Emmuska Orczy,eng,Excellent,4.06,93217,fiction,648.09,388.854,3.79,517,Hachette Book Group,4617
467,1971,The Monster at the End of This Book,"Jon Stone, Michael J. Smollin",eng,Famous,4.45,102184,fiction,340.29,0,1.99,518,"Amazon Digital Services,  Inc.",4617
468,1972,Tales of a Fourth Grade Nothing,Judy Blume,eng,Excellent,4.09,106435,fiction,508.3,304.98,2.99,519,Penguin Group (USA) LLC,4590
469,2012,Shadow and Bone,Leigh Bardugo,eng,Excellent,4.05,135225,fiction,678.3,0,3.99,519,"Amazon Digital Services,  Inc.",4590
470,2009,Het diner,"Herman Koch, Sam Garrett",eng,Novice,3.22,74979,fiction,848.3,0,4.99,520,"Amazon Digital Services,  Inc.",4590
471,2013,Champion,Marie Lu,eng,Excellent,4.37,114623,nonfiction,1688.31,1012.986,9.99,523,Simon and Schuster Digital Sales Inc,4563
472,1985,Contact,Carl Sagan,eng,Excellent,4.11,90917,fiction,1350.31,810.186,7.99,524,Random House LLC,4563
473,2011,Lola and the Boy Next Door,Stephanie Perkins,en-US,Intermediate,4,108370,fiction,674.31,404.586,3.99,524,"Amazon Digital Services,  Inc.",4563
474,1999,White Teeth,Zadie Smith,en-US,Intermediate,3.75,82474,fiction,167.31,100.386,0.99,524,"Amazon Digital Services,  Inc.",4563
475,2012,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,"Chris Kyle, Scott McEwen, Jim DeFelice",eng,Intermediate,3.97,61422,fiction,2153.06,1291.836,12.74,525,Macmillan,4563
476,2004,My Horizontal Life: A Collection of One-Night Stands,Chelsea Handler,en-GB,Intermediate,3.79,83607,nonfiction,1294.54,776.724,7.66,526,Simon and Schuster Digital Sales Inc,4563
477,2011,The Power of Six,Pittacus Lore,eng,Excellent,4.17,97938,fiction,1843.79,1106.274,10.91,526,Macmillan,4563
478,2013,The Interestings,Meg Wolitzer,eng,Intermediate,3.54,76566,fiction,1342.32,805.392,7.99,528,HarperCollins Publishers,4536
479,1988,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,en-US,Famous,4.65,93001,fiction,166.32,0,0.99,530,"Amazon Digital Services,  Inc.",4536
480,2008,People of the Book,Geraldine Brooks,eng,Intermediate,4,95796,fiction,1291.92,775.152,7.69,531,Penguin Group (USA) LLC,4536
481,2012,The Secret Keeper,Kate Morton,Unknown,Excellent,4.13,89460,fiction,332.33,199.398,1.99,532,HarperCollins Publishers,4509
482,1953,Better Homes & Gardens New Cook Book,Better Homes and Gardens,Unknown,Excellent,4.14,93640,nonfiction,165.33,0,0.99,534,"Amazon Digital Services,  Inc.",4509
483,1984,"So Long, and Thanks for All the Fish",Douglas Adams,eng,Excellent,4.08,93774,fiction,1985.63,1191.378,11.89,535,HarperCollins Publishers,4509
484,1927,Der Steppenwolf: ErzÃ¤hlung,"Hermann Hesse, Basil Creighton",eng,Excellent,4.11,80769,fiction,833.33,499.998,4.99,535,"Amazon Digital Services,  Inc.",4509
485,2001,The Surgeon,Tess Gerritsen,en-GB,Excellent,4.1,89468,nonfiction,1835.33,1101.198,10.99,536,Random House LLC,4509
486,2012,The Girl You Left Behind,Jojo Moyes,eng,Intermediate,3.95,80991,fiction,1152.04,691.224,6.94,537,Random House LLC,4482
487,1996,Royal Assassin,Robin Hobb,eng,Excellent,4.21,82608,fiction,164.34,0,0.99,538,"Amazon Digital Services,  Inc.",4482
488,1953,Childhood's End,Arthur C. Clarke,en-US,Excellent,4.09,87141,fiction,1226.74,0,7.39,539,"Amazon Digital Services,  Inc.",4482
489,2004, The Tale of Despereaux,"Kate DiCamillo, Timothy Basil Ering",en-US,Intermediate,4,113066,fiction,1153.35,692.01,6.99,541,Penguin Group (USA) LLC,4455
490,2007,"Animal, Vegetable, Miracle: A Year of Food Life","Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser",en-US,Excellent,4.03,83881,fiction,823.35,494.01,4.99,542,"Amazon Digital Services,  Inc.",4455
491,2014,Heir of Fire,Sarah J. Maas,eng,Famous,4.53,123843,fiction,163.35,98.01,0.99,543,Hachette Book Group,4455
492,1994,Robert Jordan,Robert Jordan,eng,Excellent,4.1,91046,fiction,823.35,494.01,4.99,544,Hachette Book Group,4455
493,2009,The Sweetness at the Bottom of the Pie,Alan Bradley,eng,Intermediate,3.81,99841,fiction,1757.25,1054.35,10.65,545,Penguin Group (USA) LLC,4455
494,2003,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,en-US,Intermediate,3.92,82090,fiction,162.36,0,0.99,546,"Amazon Digital Services,  Inc.",4428
495,2005,A Breath of Snow and Ashes,Diana Gabaldon,eng,Famous,4.43,87098,nonfiction,1746.6,1047.96,10.65,547,Penguin Group (USA) LLC,4428
496,2014,The Blood of Olympus,Rick Riordan,eng,Famous,4.41,110719,fiction,162.36,97.416,0.99,549,"Amazon Digital Services,  Inc.",4428
497,2016,Truly Madly Guilty,Liane Moriarty,eng,Intermediate,3.55,90477,fiction,162.36,0,0.99,549,"Amazon Digital Services,  Inc.",4428
498,2012,"Saga, Volume One","Brian K. Vaughan, Fiona Staples",eng,Excellent,4.25,131906,fiction,162.36,97.416,0.99,550,"Amazon Digital Services,  Inc.",4428
499,2011,The Art of Fielding,Chad Harbach,eng,Intermediate,3.99,81712,fiction,324.37,194.622,1.99,551,"Amazon Digital Services,  Inc.",4401
500,1964,A Moveable Feast,Ernest Hemingway,eng,Excellent,4.04,69992,fiction,813.37,488.022,4.99,551,Penguin Group (USA) LLC,4401
501,2006,Fablehaven,Brandon Mull,eng,Excellent,4.08,99390,fiction,1470.26,882.156,9.02,553,Random House LLC,4401
502,2000,The Wide Window,"Lemony Snicket, Brett Helquist",eng,Intermediate,3.91,118624,fiction,161.37,96.822,0.99,554,"Amazon Digital Services,  Inc.",4401
503,2001,Grave Peril,Jim Butcher,eng,Excellent,4.18,97736,nonfiction,322.38,193.428,1.99,557,"Amazon Digital Services,  Inc.",4374
504,2007,Einstein. His Life and Universe,Walter Isaacson,eng,Excellent,4.08,71156,nonfiction,322.38,193.428,1.99,557,"Amazon Digital Services,  Inc.",4374
505,2011,Effortless,S.C. Stephens,eng,Excellent,4.37,83085,fiction,160.38,96.228,0.99,558,"Amazon Digital Services,  Inc.",4374
506,1998,The Street Lawyer,John Grisham,eng,Intermediate,3.81,80577,fiction,320.39,192.234,1.99,561,Random House LLC,4347
507,1976,"Roll of Thunder, Hear My Cry",Mildred D. Taylor,eng,Intermediate,3.79,92980,nonfiction,642.39,385.434,3.99,561,Hachette Book Group,4347
508,2009,Pride and Prejudice and Zombies,"Seth Grahame-Smith, Jane Austen",eng,Novice,3.28,103995,fiction,615.02,369.012,3.82,562,"Amazon Digital Services,  Inc.",4347
509,2013,Lets Explore Diabetes with Owls,David Sedaris,eng,Intermediate,3.8,81616,fiction,478.4,287.04,2.99,565,Macmillan,4320
511,1987,Dirk Gently's Holistic Detective Agency,Douglas Adams,en-US,Intermediate,3.97,89569,nonfiction,478.4,0,2.99,566,"Amazon Digital Services,  Inc.",4320
512,2008,Rodrick Rules,Jeff Kinney,en-US,Excellent,4.1,91831,fiction,478.4,0,2.99,567,"Amazon Digital Services,  Inc.",4320
513,2015,Why Not Me?,Mindy Kaling,eng,Intermediate,3.89,74199,fiction,1598.4,959.04,9.99,568,Random House LLC,4320
514,2014,Four: A Divergent Collection,Veronica Roth,eng,Excellent,4.1,97058,fiction,475.41,0,2.99,570,"Amazon Digital Services,  Inc.",4293
515,2015,Modern Romance,"Aziz Ansari, Eric Klinenberg",eng,Intermediate,3.85,94231,fiction,157.41,0,0.99,571,"Amazon Digital Services,  Inc.",4293
516,2012,The One and Only Ivan,"Katherine Applegate, Patricia Castelao",eng,Excellent,4.24,85136,fiction,475.41,0,2.99,572,"Amazon Digital Services,  Inc.",4293
517,1997,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,en-US,Excellent,4.07,45382,fiction,634.41,380.646,3.99,572,Hachette Book Group,4293
518,2005,Elantris,Brandon Sanderson,eng,Excellent,4.17,95950,fiction,314.42,188.652,1.99,574,Simon and Schuster Digital Sales Inc,4266
519,2008,The Knife of Never Letting Go,Patrick Ness,eng,Intermediate,3.96,99638,fiction,1136.02,681.612,7.19,575,"Amazon Digital Services,  Inc.",4266
520,1998,One Thousand White Women: The Journals of May Dodd,Jim Fergus,eng,Intermediate,3.88,84367,fiction,472.42,283.452,2.99,576,"Amazon Digital Services,  Inc.",4266
521,2009,Handle with Care,Jodi Picoult,eng,Intermediate,3.96,90138,fiction,1420.42,852.252,8.99,577,HarperCollins Publishers,4266
522,2004,Song of Susannah,"Stephen King, Darrel Anderson",eng,Intermediate,3.98,84957,fiction,469.43,0,2.99,578,"Amazon Digital Services,  Inc.",4239
523,2012,Reached,Ally Condie,Unknown,Intermediate,3.56,109290,fiction,155.43,0,0.99,580,"Amazon Digital Services,  Inc.",4239
524,1981,Midnight's Children,Salman Rushdie,eng,Intermediate,3.99,75502,nonfiction,1474.23,884.538,9.39,581,"Amazon Digital Services,  Inc.",4239
525,2004,The Zombie Survival Guide: Complete Protection from the Living Dead,Max Brooks,eng,Intermediate,3.86,82535,fiction,154.44,0,0.99,585,"Amazon Digital Services,  Inc.",4212
526,1999,The Testament,John Grisham,Unknown,Intermediate,3.83,80377,nonfiction,778.44,467.064,4.99,585,Random House LLC,4212
527,1930,Murder at the Vicarage,Agatha Christie,eng,Excellent,4.03,93963,nonfiction,669.24,401.544,4.29,586,HarperCollins Publishing,4212
528,1998,Among the Hidden ,Margaret Peterson Haddix,eng,Intermediate,3.97,94478,fiction,2106.45,1263.87,13.59,589,HarperCollins Publishers,4185
529,2007,In Defense of Food: An Eater's Manifesto,Michael Pollan,en-US,Excellent,4.07,80434,fiction,618.45,0,3.99,589,"Amazon Digital Services,  Inc.",4185
530,1958,The Witch of Blackbird Pond,Elizabeth George Speare,en-US,Intermediate,3.97,105770,nonfiction,1230.46,738.276,7.99,591,Penguin Group (USA) LLC,4158
531,2015,The Heir,Kiera Cass,eng,Intermediate,3.85,111044,fiction,614.46,0,3.99,592,"Amazon Digital Services,  Inc.",4158
532,2002,Shopaholic Ties the Knot,Sophie Kinsella,eng,Intermediate,3.77,88139,fiction,460.46,0,2.99,594,"Amazon Digital Services,  Inc.",4158
534,2015,Career of Evil,"Robert Galbraith, J.K. Rowling",eng,Excellent,4.21,66979,fiction,1167.32,700.392,7.58,595,Penguin Group (USA) LLC,4158
535,2009,The Summer I Turned Pretty,Jenny Han,en-US,Intermediate,3.96,104730,fiction,610.47,0,3.99,596,"Amazon Digital Services,  Inc.",4131
536,1998,Four to Score ,Janet Evanovich,en-US,Excellent,4.17,106871,fiction,151.47,90.882,0.99,597,"Amazon Digital Services,  Inc.",4131
537,1996,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,en-US,Excellent,4.06,80906,fiction,151.47,0,0.99,598,"Amazon Digital Services,  Inc.",4131
538,2009,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance","Steven D. Levitt, Stephen J. Dubner",en-US,Intermediate,3.95,85006,fiction,1176.57,705.942,7.69,600,Penguin Group (USA) LLC,4131
539,2006,Darkfever,Karen Marie Moning,eng,Excellent,4.14,110812,fiction,1618.8,971.28,10.65,601,Penguin Group (USA) LLC,4104
540,1995,Stone of Tears,Terry Goodkind,en-US,Excellent,4.1,83235,fiction,1111.12,666.672,7.31,603,Penguin Group (USA) LLC,4104
541,2010,Heart of the Matter,Emily Giffin,en-US,Intermediate,3.73,83461,fiction,910.48,546.288,5.99,603,Simon and Schuster Digital Sales Inc,4104
543,1959,The Sirens of Titan,Kurt Vonnegut Jr.,en-GB,Excellent,4.16,72493,fiction,151,90.6,1,607,"Amazon Digital Services,  Inc.",4077
544,1992,Dolores Claiborne,"Stephen King, Dominique Dill",fre,Intermediate,3.81,71053,fiction,661.38,396.828,4.38,608,"Amazon Digital Services,  Inc.",4077
545,2016,The Nest,Cynthia D'Aprix Sweeney,eng,Novice,3.45,79762,nonfiction,1508.49,905.094,9.99,608,"Amazon Digital Services,  Inc.",4077
546,2001,"Fables, Volume 1: Legends in Exile","Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean",eng,Intermediate,3.99,101016,fiction,1125,675,7.5,610,Penguin Group (USA) LLC,4050
547,2001,Getting Things Done: How To Achieve Stress-free Productivity,David    Allen,en-GB,Intermediate,3.98,75665,fiction,598.5,0,3.99,611,"Amazon Digital Services,  Inc.",4050
548,1993,The Celestine Prophecy,James Redfield,en-US,Intermediate,3.6,72675,fiction,594.51,356.706,3.99,615,Penguin Group (USA) LLC,4023
549,2012,My Life Next Door ,Huntley Fitzpatrick,eng,Excellent,4.02,102012,fiction,594.51,356.706,3.99,615,Simon and Schuster Digital Sales Inc,4023
550,2012,Winter of the World,Ken Follett,eng,Excellent,4.29,71971,nonfiction,1488.51,893.106,9.99,616,HarperCollins Publishing,4023
552,1999,Lucky,Alice Sebold,eng,Intermediate,3.77,77462,children,1427.42,856.452,9.58,617,"Amazon Digital Services,  Inc.",4023
553,1927,To The Lighthouse ,Virginia Woolf,eng,Intermediate,3.76,83066,fiction,1144.04,686.424,7.73,619,Macmillan,3996
554,2004,Five Point Someone: What Not to Do at IIT,Chetan Bhagat,en-GB,Novice,3.43,67438,fiction,146.52,0,0.99,620,"Amazon Digital Services,  Inc.",3996
555,1993,Guilty Pleasures,Laurell K. Hamilton,eng,Excellent,4.02,104252,fiction,442.52,0,2.99,622,"Amazon Digital Services,  Inc.",3996
556,2002,The Messenger,Markus Zusak,en-US,Excellent,4.09,93119,fiction,145.53,87.318,0.99,624,"Amazon Digital Services,  Inc.",3969
558,1987,Equal Rites,Terry Pratchett,eng,Intermediate,4,88673,fiction,145.53,0,0.99,625,"Amazon Digital Services,  Inc.",3969
559,2000,House of Leaves,Mark Z. Danielewski,eng,Excellent,4.13,75469,fiction,439.53,0,2.99,625,"Amazon Digital Services,  Inc.",3969
560,1993,Cruel & Unusual,Patricia Cornwell,nl,Excellent,4.11,83695,fiction,439.53,263.718,2.99,626,"Amazon Digital Services,  Inc.",3969
561,2013,Sycamore Row,John Grisham,eng,Intermediate,3.98,56315,fiction,1074.57,644.742,7.31,627,Penguin Group (USA) LLC,3969
562,2011,Awakened,"P.C. Cast, Kristin Cast",en-US,Excellent,4.02,101234,fiction,675.98,405.588,4.63,628,Hachette Book Group,3942
564,2006,Life As We Knew It,Susan Beth Pfeffer,eng,Intermediate,3.89,94282,nonfiction,1097.92,658.752,7.52,629,"Amazon Digital Services,  Inc.",3942
565,2004,America (The Book): A Citizen's Guide to Democracy Inaction,"Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms",eng,Excellent,4.02,74511,nonfiction,1166.54,699.924,7.99,630,Random House LLC,3942
566,2004,90 Minutes in Heaven,"Don Piper, Cecil Murphey",Unknown,Intermediate,3.91,67937,fiction,1251.22,750.732,8.57,631,"Amazon Digital Services,  Inc.",3942
567,2012,The Longest Ride,Nicholas Sparks,eng,Excellent,4.14,71276,fiction,144.54,0,0.99,631,"Amazon Digital Services,  Inc.",3942
569,1979,Kane and Abel,Jeffrey Archer,en-US,Excellent,4.27,74052,fiction,723.55,0,4.99,632,"Amazon Digital Services,  Inc.",3915
570,2008,Change of Heart,Jodi Picoult,en-US,Intermediate,3.91,86471,fiction,990.35,594.21,6.83,634,Simon and Schuster Digital Sales Inc,3915
571,2003,Dry: A Memoir,Augusten Burroughs,eng,Excellent,4.01,70550,children,1448.55,869.13,9.99,635,"Amazon Digital Services,  Inc.",3915
572,2001,Sam's Letters To Jennifer,James Patterson,Unknown,Excellent,4.15,77538,fiction,868.55,521.13,5.99,636,Hachette Book Group,3915
573,2015,Grey,E.L. James,en-GB,Intermediate,3.76,75320,fiction,1134.72,680.832,7.88,637,Hachette Book Group,3888
574,1969,Dune Messiah ,Frank Herbert,eng,Intermediate,3.86,82580,fiction,570.57,0,3.99,641,"Amazon Digital Services,  Inc.",3861
575,1945,The Great Divorce,C.S. Lewis,en-US,Excellent,4.28,75031,fiction,1428.57,857.142,9.99,642,Penguin Group (USA) LLC,3861
576,2004,Little Earthquakes,Jennifer Weiner,Unknown,Intermediate,3.76,77592,nonfiction,1072.5,643.5,7.5,645,Random House LLC,3861
578,2009,New Moon: The Complete Illustrated Movie Companion,Mark Cotta Vaz,en-US,Excellent,4.34,82399,fiction,1560.58,936.348,10.99,647,Penguin Group (USA) LLC,61560
579,2014,Maybe Someday,Colleen Hoover,eng,Excellent,4.33,81707,fiction,969.86,581.916,6.83,649,Random House LLC,61128
580,1999,Mr Maybe,Jane Green,eng,Novice,3.41,78132,fiction,562.59,0,3.99,651,"Amazon Digital Services,  Inc.",61128
581,1915,Anne of the Island,L.M. Montgomery,eng,Excellent,4.21,97049,fiction,139.59,83.754,0.99,652,Random House LLC,60696
584,2011,A Stolen Life,Jaycee Dugard,en-US,Intermediate,3.89,72713,fiction,558.6,0,3.99,655,"Amazon Digital Services,  Inc.",57240
585,2010,The Immortals of Meluha,Amish Tripathi,eng,Intermediate,4,62784,fiction,418.6,251.16,2.99,658,"Amazon Digital Services,  Inc.",56808
586,1995,The Lost World,Michael Crichton,eng,Intermediate,3.72,83389,fiction,1398.6,839.16,9.99,658,"Amazon Digital Services,  Inc.",55728
